Name,Action_rgb,Romance_rgb,Drama_rgb,Horror_rgb,Action,Drama,Horror,Romance,Action_audio,Romance_audio,Drama_audio,Horror_audio,Label
Baby Driver Trailer #1 (2017)  Movieclips Trailers,10.66579446,19.66074258,31.85328841,37.82017529,36.07665002,7.959911972,8.796895295,47.16653526,21.18639499,36.34213805,30.1075995,12.36386448,0
"Batman v Superman Dawn of Justice Official Trailer #1 (2016) - Henry Cavill, Ben Affleck Movie HD",22.47082144,13.03609908,47.75223136,16.74084663,49.26207364,28.17592919,5.433188751,17.12881476,36.81153357,20.74293941,20.36293149,22.08259702,0
Bird Box,9.410337359,13.09814304,19.78420615,57.70730972,21.76170647,12.94158995,16.84394777,48.45275581,22.11189121,2.573956922,3.336163238,71.97798491,0
"BLACK 47 Official Trailer (2018) Hugo Weaving, James Frecheville",19.69838291,7.309891284,32.43641257,40.55531919,51.71166658,16.37734175,8.678840846,23.23214561,33.80056918,14.96238559,18.47563088,32.76141882,0
BLADE RUNNER 2049 - Official Trailer,23.79847169,12.21697703,44.67735589,19.30718869,29.20331955,9.25571993,19.69433129,41.84663296,55.38211465,12.7409786,25.00237525,6.874531508,0
Boyka Undisputed 4 Official Trailer #1 (2017) Scott Adkins Action Movie HD,14.83800709,19.88444179,32.6528877,32.62465596,8.319434524,78.37951779,6.622417271,6.678618491,40.52931666,15.64975977,20.92438787,22.8965342,0
Brotherhood of Blades 2 The Infernal Battlefield Trailer #1 (2017)  Movieclips Indie,21.22392207,7.337158918,24.12833124,47.31059372,21.04703784,26.19543076,48.06314111,4.694388062,19.94182467,7.246947289,13.9702186,58.84100795,0
Call of Heroes Official Trailer 1 (2016) - Louis Koo Movie,24.45505857,12.97788471,45.50565481,17.06139743,41.91649556,39.59802985,17.31112301,1.174350176,26.27037466,0.537296897,72.44452834,0.747797731,0
Captain America The First Avenger - Trailer,33.64284635,7.207208127,49.01133776,10.13860479,29.8822999,22.55788594,11.06036231,36.49944961,55.35466075,3.105575405,7.720862329,33.81890655,0
CHARLIES ANGELS - Official Trailer (HD),22.7640897,14.76420313,46.28506601,16.18664712,20.78308761,15.19664675,8.333325386,55.68694472,48.82377982,20.17595619,19.5768863,11.4233762,0
Charlies Angels Trailer #1 (2019)  Movieclips Trailers,11.89629063,18.60125363,42.60463119,26.89782977,53.54248285,6.442179531,7.591467351,32.42387176,42.11383164,17.66912937,16.42704904,23.78998995,0
"Dangal  Official Trailer  Aamir Khan  In Cinemas Dec 23, 2016",29.54945862,9.361317754,55.61186671,5.47735095,16.42332971,34.68332887,6.204463169,42.68888235,7.473069429,27.91244984,19.09690499,45.51757574,0
Dark Phoenix  Official Trailer [HD]  20th Century FOX,10.92057005,14.5607844,24.35803264,50.16061068,67.01306701,2.931431681,20.02285719,10.0326404,31.5387845,11.93269417,13.15482706,43.37370098,0
Deepwater Horizon (2016) – Official Teaser Trailer - Mark Wahlberg,38.77165914,4.270168766,48.15595746,8.80221352,47.49840498,6.200725585,18.38264465,27.91821659,46.86876833,3.847846389,4.412825406,44.87055242,0
"Den of Thieves Official Trailer #1 (2018) 50 Cent, Gerard Butler Action Movie HD",27.50465274,11.58257723,46.20693326,14.70584124,20.35883069,7.226148993,48.48734736,23.92766774,30.7254225,31.32990003,26.01812184,11.9265601,0
Disneys The Finest Hours - Trailer 1,46.61324918,0.960634369,24.94945377,27.47666538,10.20343527,52.05793381,26.07451677,11.66411638,16.20165855,17.05377549,19.8211655,46.92339599,0
Doctor Strange Official Trailer 2,22.09239006,14.37201798,56.54797554,6.98762089,31.2307924,44.38981414,2.799337544,21.58006132,34.21396017,8.795902133,11.1158751,45.87426782,0
"Fantastic Four - Heroes Unite Trailer (2015) - Miles Teller, Jamie Bell Superhero Movie HD",18.01295727,10.86674333,32.22738504,38.89291286,29.98258471,6.03825599,37.13428974,26.84487104,1.503530704,0.002416278,98.33106995,0.162977912,0
Fantastic Four 2 Trailer A,22.72984236,9.78326723,36.05082929,31.43605888,11.84529215,2.762428299,6.945897639,78.44638824,35.18483341,9.307935089,8.524151146,46.98308408,0
Fast & Furious 6 Official Trailer #1 (2013) - Vin Diesel Movie HD,25.59020817,12.36436293,48.92830849,13.11711967,31.3731432,6.018443406,11.1814864,51.42692924,57.76061416,5.640970171,9.980738163,26.617679,0
Fast & Furious 8 - Official Trailer 1 (Universal Pictures) HD,15.45743793,9.932094812,26.8427223,47.76774347,22.20210284,26.64016187,45.95246017,5.205283314,50.39471984,8.934144676,16.2351951,24.43594933,0
Fast & Furious Official Trailer #3 - Jack Conley Movie (2009) HD,25.30174851,8.848016709,63.30552101,2.544706129,15.67584574,56.02747798,14.14938271,14.14728463,55.58482409,2.956381254,7.849310339,33.60948563,0
Fast & Furious Presents Hobbs & Shaw - Official Trailer #2 [HD],18.58812869,11.19754761,49.71438944,20.4999432,42.67432094,17.4604401,21.36141807,18.50382835,39.53673244,13.68155777,15.53684622,31.24487102,0
Fast and Furious 4 - Trailer HD,9.386117756,25.31815767,63.68399262,1.611741632,16.28869027,34.68269408,4.335783422,44.69282925,32.17539489,8.509068191,17.01904088,42.29649901,0
Fast Five Official Trailer #1 - (2011) HD,22.63371199,6.984110922,64.17939663,6.2027812,10.43285728,13.5516569,68.45358014,7.561899722,35.75836122,22.72076458,19.20274347,22.31814116,0
FLIGHT CREW TRAILER (2018),12.67333925,23.70320559,45.46667933,18.15677285,46.35265172,10.0690186,34.78525281,8.793071657,99.65247512,0.014092708,0.242104684,0.091335422,0
"Free State of Jones  Official Trailer  Own It Now on Digital HD, Blu-ray, & DVD",27.19302475,6.554171443,60.04614234,6.206656247,20.57967782,58.25173259,4.933233932,16.23535305,50.86291432,5.174259469,11.70018464,32.26263821,0
Furious 7 - Official Trailer (HD),19.86628175,7.124434412,53.49845886,19.51082051,37.57939041,7.322373986,7.054662705,48.04356396,32.41276741,9.160301834,11.99795827,46.4289695,0
GAME NIGHT - Official Trailer,22.95241803,11.7673628,33.52352679,31.75669014,8.934299648,22.18505293,4.033488408,64.84715343,57.56642222,13.2935226,26.14928484,2.990774624,0
Gangs Of Wasseypur,26.54755414,4.645547271,65.78973532,3.01715862,32.90138543,11.97137758,2.282142267,52.84508467,44.46963966,18.14942807,24.10552949,13.27540278,0
GEOSTORM - OFFICIAL TRAILER 2 [HD],26.82673335,5.430054665,34.05244052,33.69077444,33.47260952,10.17012969,32.46689141,23.89037311,69.57578659,7.873551548,19.48674768,3.063908406,0
Ghost in the Shell Official Trailer 1 (2017) - Sca,23.92275929,3.85543406,34.52268839,37.69911528,31.48378432,9.141252935,23.45718592,35.91777682,26.9854039,9.437752515,8.959190548,54.61765528,0
HHhH International Trailer (2017) The Man with the Iron Heart,11.73766106,6.783779711,47.50834405,33.97021592,20.23213804,10.1488255,18.37021261,51.24881864,15.90400487,37.8203541,44.30122375,1.974412613,0
Iron man 3,18.91325712,16.56727046,37.47609556,27.04338133,24.71033484,8.929171413,27.87344754,38.487041,42.52401888,5.533281341,12.34338731,39.59930837,0
John Wick 3,39.55644965,0.830696896,20.14932036,39.46354091,27.60030031,43.12314689,13.48933578,15.78721553,39.20655847,11.03918701,13.50412965,36.25012338,0
Joker,35.91248095,4.059669003,50.28061271,9.747242928,46.50910497,36.35715544,6.422717869,10.71102023,29.23697829,30.12793362,28.52831781,12.106774,0
Jungle Trailer #1 (2017)  Movieclips Trailers,36.99502647,2.674327046,26.46600902,33.86464119,14.61286545,8.886855096,53.8914144,22.6088658,14.54400569,36.65002286,33.49629343,15.30967355,0
KGF,20.28460205,12.99417615,43.40769351,23.31353277,61.67597771,23.35946262,13.78313601,1.181425154,99.75403547,0.010837392,0.012232509,0.222893478,0
Kill Bill vol,26.13133192,1.130547095,72.69364595,0.044482757,28.5545975,45.09346783,1.889910549,24.46202189,36.57786846,23.68692011,25.38298368,14.35222924,0
KILLING Trailer  TIFF 2018,17.93462336,11.42779291,25.6097883,45.02779543,3.662008047,1.537417248,94.47940588,0.321172969,13.68411779,5.194314569,2.928782068,78.1927824,0
King Arthur Legend of the Sword - Official Trailer [HD],18.17966849,8.186735213,33.02796483,40.60563147,29.15481627,4.358969629,32.30228424,34.18393135,26.94880962,28.09838951,23.29812348,21.65468186,0
Kung Fu Hustle - Trailer,19.96753961,17.77228564,49.333179,12.92699426,2.276063711,20.71892768,3.66560109,73.33940268,27.51981616,16.97973013,27.59081721,27.90963948,0
"Last Knights Official Trailer #1 (2015) - Clive Owen, Morgan Freeman Movie HD",20.15467584,7.896953821,26.05234683,45.89602351,19.56252903,8.311704546,61.02116108,11.10460013,63.24822903,6.608869135,27.81447768,2.328426018,0
LIVE BY NIGHT - OFFICIAL FINAL TRAILER [HD],18.65942925,11.83338389,62.78448105,6.722704321,18.98971647,14.39114809,27.17987597,39.43925798,20.28778791,4.233586043,4.640393332,70.83823085,0
Logan Trailer #2 (2017)  Movieclips Trailers,21.38298005,15.13596326,41.49899185,21.98206037,34.07433331,11.33551151,11.36738658,43.22277009,32.40199089,18.79968941,22.25389183,26.54443085,0
Marvel Studios Black Panther - Official Trailer,16.69081748,10.12832075,24.24004376,48.94082546,27.22844481,5.029598996,56.64940476,11.0925436,61.02936268,4.659445211,14.21346217,20.09772807,0
Marvels Captain America Civil War - Trailer 2,10.67123413,17.85151809,58.22156668,13.25567663,17.67889559,46.42463326,1.68995671,34.20652449,55.57204485,5.31632714,10.24618968,28.86544168,0
Marvels Captain America The Winter Soldier - Trailer 2 (OFFICIAL),14.508003,13.12868148,54.30371761,18.0595994,34.39964056,32.15874135,4.128852114,29.31276262,55.72119951,13.15826178,26.41902864,4.701507837,0
Mirzapur - Official Trailer (UNCUT) 2018  Rated 18+  Amazon Prime Original,21.70573026,13.25263828,55.21435142,9.827277809,46.56488001,25.82686543,10.41169614,17.19655693,30.36587238,9.533886612,13.96989226,46.13035321,0
Mission Impossible (1996) Trailer #1  Movieclips Classic Trailers,42.76709855,1.637869701,38.13774288,17.4572885,43.20663512,24.41287637,11.72016859,20.66031694,10.56494564,52.03666687,31.43559992,5.962782353,0
Mission Impossible - Fallout (2018) - Official Trailer - Paramount Pictures,23.1807664,13.51674646,52.40359306,10.89889556,28.02331746,16.06159359,31.23154342,24.68355298,19.33927089,17.10846424,16.84574485,46.70652151,0
Mission Impossible 3 Trailer HD 1080p,42.67489612,2.257063054,42.29880869,12.76922226,31.74229562,9.712734073,44.86781955,13.67714405,29.18008566,8.642556518,9.221711755,52.95565128,0
Mission Impossible 7 - (2020 Movie Trailer) - Parody,20.77499479,16.76771939,49.22052026,13.23677003,19.81452256,49.87807274,14.51476216,15.79264402,28.66219878,23.79896492,31.70182407,15.83700627,0
Mission Impossible Ghost Protocol Official Trailer #1 - Tom Cruise Movie (2011) HD,32.0292443,4.324554652,28.54071558,35.1054877,32.13400841,3.522910178,42.61874259,21.72433734,58.19322467,3.903937712,7.209894806,30.69294691,0
Mission Impossible Rogue Nation Trailer,34.48319137,7.599347085,49.62999225,8.287469298,30.34100533,13.84058744,12.02630624,43.79210472,22.8542611,34.15369391,30.38005531,12.61199713,0
Mukkabaaz Official Trailer  Watch Full Movie On Eros Now,12.26435527,23.11762869,61.35371923,3.264296055,54.20647264,30.19050658,11.51141003,4.091608524,20.96265852,35.00236571,26.41940117,17.61556864,0
NEKROTRONIC Official Trailer (2019) Monica Bellucc,11.78967878,21.39352262,36.67699099,30.13980985,20.82028985,35.09835303,2.401232719,41.68012142,51.541996,11.80377305,21.70616835,14.94806558,0
Passengers,22.70833552,14.97562528,44.69068646,17.62535274,39.24031854,7.244268805,13.54993135,39.96547759,58.16094279,10.37735343,22.92079777,8.540904522,0
PAVAROTTI - Official Trailer - HD,11.96780577,27.06679702,37.06327379,23.9021197,38.67781758,19.46372241,21.41658813,20.44187337,9.58051756,45.68802714,40.3611958,4.370255023,0
Sacred Games (2018)  OFFICIAL TRAILER,24.38109815,12.27121502,57.69282579,5.654853955,0.209327298,37.29025722,4.706153646,57.79426098,35.15659869,18.81651133,14.06329572,31.96359277,0
SHAZAM! - Official Teaser Trailer [HD],20.37826031,7.769417018,32.97644854,38.87587786,39.75120187,3.41992043,26.67082846,30.15804589,44.88289654,5.385107547,12.34137341,37.39061654,0
Snowpiercer_ Official Trailer _ TBS,8.912801743,22.71442264,41.76021516,26.61256492,53.00970078,20.22186965,10.32231003,16.44612253,46.33060992,16.26174748,19.15606558,18.25158,0
Star Trek_ Picard - Official Teaser _ Prime Video,22.36795574,15.38455337,47.23405242,15.01344144,30.455634,7.711883634,18.92959774,42.90288389,34.71443057,9.287080914,10.22370532,45.77478766,0
Star Wars Episode I The Phantom Menace - Trailer,12.28908896,28.1324774,43.89355481,15.68487883,38.80659044,3.93739529,18.12877357,39.12723958,5.321319029,48.41638207,32.39759207,13.86471093,0
Star Wars Episode II Attack of the Clones - Trailer,24.03205335,10.31586155,62.83115745,2.820929885,16.96441025,40.59497714,7.274803519,35.16581059,6.964106858,52.93130875,36.26698852,3.83759439,0
Star Wars Episode III Revenge of the Sith - Trailer,22.07243145,15.71590602,46.50498927,15.70667923,49.04334843,33.77073407,13.93918544,3.24672237,18.94827187,32.32327104,33.01462829,15.71383178,0
Star Wars Episode IV A New Hope - Trailer,13.44789863,19.04001832,49.86338019,17.64869988,7.629866153,45.42183578,5.835743994,41.11255705,1.107607596,30.87884486,64.78791833,3.225626797,0
Star Wars Episode V The Empire Strikes Back - Trailer,20.06963044,9.704207629,38.22357357,32.00258911,14.42183554,16.04708582,27.85364985,41.67742431,1.586459018,31.76733553,63.63632083,3.009883873,0
Star Wars The Force Awakens Trailer (Official),23.9486292,9.623462707,47.13844061,19.28946078,31.26636446,4.721264541,19.42816973,44.58420277,24.03081954,34.07948911,27.33620703,14.55348879,0
Star Wars- Return Of The Jedi Trailer (HD),14.65229988,8.559569717,18.32692623,58.46120119,22.64704853,4.148506373,67.97474623,5.229698494,14.04357851,35.2591902,43.75197887,6.945249438,0
Terminator 2 Judgment Day (1991) - Theatrical Trailer [HD]-1,9.90127027,19.17296648,32.77565837,38.15011084,34.89962816,14.62612003,14.1414836,36.33275926,24.3755281,49.20979142,24.88003522,1.534648705,0
Terminator 2 Judgment Day (1991) - Theatrical Trailer [HD],9.90127027,19.17296648,32.77565837,38.15011084,34.89962816,14.62612003,14.1414836,36.33275926,24.3755281,49.20979142,24.88003522,1.534648705,0
TERMINATOR 6 DARK FATE Trailer #1 Official (NEW 2019) Arnold Schwarzenegger Movie HD,12.88181692,21.89566195,31.90845251,33.31407011,1.481018495,8.132108301,67.45201945,22.93484807,36.71174049,10.34798175,9.455221891,43.48506331,0
Terminator Dark Fate Comic-Con Featurette (2019)  Movieclips Trailers,8.416488767,36.16196215,40.1040256,15.31752497,19.41773891,33.53736699,20.91169506,26.13319755,67.40278006,4.518763349,26.01785362,2.060605958,0
Terminator Genisys Official Trailer #2 (2015) - Arnold Schwarzenegger Movie HD,24.25655127,5.022375658,28.99149358,41.72958136,15.62569141,13.10621649,16.6722104,54.5958817,42.08777845,15.53166062,18.5759604,23.80459309,0
"Terminator Salvation (2009) Official Trailer - Christian Bale, Bryce Dallas Howard Movie HD",28.97053957,6.862971932,38.3466959,25.81979334,12.41671517,5.666509643,71.8965292,10.02024636,48.910743,4.677290097,16.1849767,30.22699058,0
The Accountant Official Trailer 2 (2016) - Ben Affleck Movie,20.91671526,7.075219601,29.99507189,42.01299548,51.73642635,8.1686683,34.97769833,5.117211491,26.38319731,26.98176503,35.09379625,11.54124215,0
The Balkan Line (2019) Trailer  Balkanskiy rubezh,29.75145876,3.270573542,33.3979696,33.57999921,8.172519505,5.148680136,84.8790288,1.799779572,9.169526398,4.086418822,6.439689547,80.30436039,0
The Fantastic Four Trailer (2005),8.442170173,34.85274613,45.41307092,11.29200757,21.38014287,25.85533857,10.36110595,42.40341485,55.16245961,16.5610373,18.57260019,9.703900665,0
The Fast and the Furious Official Trailer #1 - (2001) HD,22.68809676,11.08555496,63.37333918,2.853007242,20.42059153,7.245951146,62.5033915,9.830066562,9.735736996,49.54741299,34.60457623,6.112270057,0
"The Foreigner Official Trailer #1 (2017) Jackie Chan, Pierce Brosnan Action Movie HD",28.6903441,4.576741904,34.98640954,31.74650669,10.07487848,9.928280115,69.53837276,10.45846939,25.55120885,19.31896061,16.67165458,38.45817447,0
The Great Battle - Korean Movie - Main Trailer,29.60849106,8.25355202,57.71355033,4.42440249,42.81367362,25.04835725,10.99978164,21.1381942,99.65333939,0.023628908,0.176239444,0.146795623,0
The Great Wall - Official Trailer #2 - In Theaters This February,15.8448562,12.47980595,35.87786853,35.79747081,4.134042561,26.79223418,15.15323967,53.92048359,46.44647539,1.507303212,2.961858548,49.08436239,0
"The Incredible Hulk (2008) Official Trailer - Edward Norton, Liv Tyler Movie HD",37.55795956,4.853496328,51.6246438,5.963895097,33.48006308,21.73426598,16.94278717,27.8428793,42.6733911,6.123597175,6.474117935,44.72889304,0
The Invisible Guest - Trailer,23.45822454,9.640348703,33.34226012,33.55916142,7.805826515,2.998896129,84.98169184,4.213591293,50.42380095,5.806996301,9.768975526,34.00022984,0
THE KARATE KID - Official Trailer (HD),29.37791348,6.30184412,61.33886576,2.981377952,72.19950557,17.98294485,2.948216908,6.869328022,53.21198702,17.03680307,22.10905105,7.642157376,0
The Killing - Season 1-3  Series Trailer  Netflix,23.16663265,7.591176778,35.7583046,33.48388672,20.09257078,11.91896498,52.65971422,15.32875001,25.20281076,33.73265564,37.87285089,3.191684187,0
THE KINGS MAN Official Trailer (2020) Kingsman 3 Movie HD,26.58390105,11.74039766,50.15487671,11.5208216,7.468370348,13.15534413,21.74801379,57.628268,35.82152128,9.803197533,12.20646948,42.16880202,0
The Last King Official Trailer 1 (2016) - Kristofer Hivju Movie HD,41.60373211,1.533879526,39.09364343,17.76873916,18.94921958,10.30558571,61.46954298,9.275657684,27.34434307,23.08047116,23.67305756,25.90211928,0
The Mummy Trailer #1 (2017) _ Movieclips Trailers,21.75218612,9.273253381,38.88935745,30.08520007,47.70772159,3.497096151,30.72502911,18.07015985,22.15764523,0.443383399,1.553866826,75.84510446,0
The Red Sea Diving Resort Trailer #1 (2019)  Movieclips Trailers,6.095352024,17.29501635,25.64136088,50.96827149,8.631627262,22.19429016,19.20943558,49.96464252,32.51050115,13.65625858,11.61437109,42.2188729,0
The Revenant  Official HD Trailer #2  2015,25.91108084,3.039279766,36.85848415,34.19115245,50.25784969,4.948058352,21.10676914,23.68733138,28.2001406,5.460912734,7.567737252,58.77121091,0
The Terminator (1984) Official Trailer - Arnold Schwarzenegge Movie,9.592812508,8.680107445,44.59411204,37.1329695,3.614192829,3.485841677,92.40292311,0.497038476,5.250826851,25.77221692,42.11443663,26.86251104,0
The Tiger An Old Hunters Tale 대호 Daeho 大虎 (2015) Official Korean Trailer HD 1080 HK Neo,16.12877846,6.897971034,41.23351872,35.73972881,21.35987431,9.905651957,50.27371049,18.46076548,16.36147648,4.136053845,10.13631746,69.36615109,0
Thor The Dark World Official Trailer HD,31.52525723,9.325874597,46.55708075,12.59178966,52.27873921,4.90325205,11.6562061,31.16180599,0.001651607,1.20E-05,99.99295473,0.005374153,0
TOMB RAIDER - Official Trailer #1,21.6270566,14.41316903,40.96414447,22.99562246,31.99930489,5.498221517,15.83928913,46.66318893,53.8418293,3.491058573,7.249097526,35.41800976,0
topgun action romance,21.16058767,13.70562911,60.47408581,4.659702256,4.986857623,17.70504266,19.94141042,57.36669302,42.46962965,9.116283059,11.52097359,36.89311147,0
Upgrade Trailer #1 (2018)  Movieclips Trailers,8.431375772,13.22080642,22.60605842,55.74176311,33.52866769,9.316591919,33.41480196,23.73993546,32.56902099,14.43785131,16.75774306,36.23538613,0
VENOM - Official Trailer 2 (HD),28.9465636,3.687521443,30.04409373,37.3218298,21.03217542,6.490502507,55.77451587,16.70280397,51.18736029,20.0493142,23.06450009,5.698818341,0
War  Official Teaser  Hrithik Roshan  Tiger Shroff  Vaani Kapoor  Releasing 2 Oct,14.76943791,11.07723564,61.09439731,13.05893362,32.29091764,12.79127896,32.33835697,22.57944494,69.192487,1.35320425,10.88495329,18.56935918,0
War for the Planet of the Apes  Official Trailer [HD]  20th Century FOX,29.6133846,0.973184314,16.81573242,52.59769559,22.79464751,12.28735149,24.25976992,40.65823257,39.93462324,13.03683966,14.27769214,32.75084198,0
WOLF WARRIOR 2 Trailer (2017) Action Movie,18.99241358,13.70971352,62.25741506,5.040450022,7.558830082,37.05115914,6.011092663,49.37891662,45.6384778,4.808908328,13.39469999,36.15791202,0
WONDER WOMAN - Official Trailer [HD],39.48052526,2.731292881,32.41938651,25.36879778,32.39005208,7.773973048,27.42738128,32.4085921,27.58917212,30.15235066,27.57746875,14.6810174,0
X-Men Apocalypse  Final Trailer [HD]  20th Century FOX,35.14141738,7.439886779,48.78849089,8.630206436,12.41176948,41.43773913,5.2013468,40.94913602,52.16699839,13.22053373,30.06545007,4.547026008,0
X-MEN DAYS OF FUTURE PAST - Official Trailer (2014),24.10551757,9.565465152,28.99295688,37.33606935,44.39917207,3.768633306,33.2909584,18.54123473,42.69675314,12.22576275,37.72031665,7.357165963,0
12 YEARS A SLAVE  Official Australian Trailer,22.99877554,12.74686605,58.95919204,5.29516153,17.581141,55.13050556,10.3241697,16.96418375,23.5249877,19.21758354,26.95253789,30.30489981,1
42 Official Trailer #1 (2012) - Harrison Ford Movie - Jackie Robinson Story HD,15.79996347,0.643032603,76.42744184,7.129568607,11.39065325,68.38558316,9.145732224,11.07802466,42.86809862,8.59182924,10.21941379,38.32065463,1
A Haunted House 2 Official Trailer #2 (2014) - Marlon Wayans Movie HD,11.57133058,20.70522606,64.70578909,3.017656505,6.411469728,69.45967674,1.785946265,22.34289497,24.56040531,10.31009406,28.01437974,37.11512685,1
A Million Ways To Die In The West Official Red Band Trailer #1 (2014) - Seth MacFarlane Movie HD,19.16790009,14.38504457,53.06235552,13.3847028,8.705865592,37.64775395,6.043000892,47.6033777,25.24370253,35.5317086,34.65360105,4.570981488,1
A Thousand Words Official Trailer #1 - Eddie Murphy Movie (2012) HD,17.26671159,3.161360323,79.34430838,0.227617659,17.64123589,67.48839617,2.653800137,12.21655384,8.263885975,48.84708226,36.02394164,6.865096092,1
About Cherry (2012) - Official Trailer [HD],17.47764647,17.52685606,50.70567727,14.28982466,5.691744387,33.09997618,5.808899179,55.39937615,12.44612709,46.39144242,33.8023454,7.36008361,1
ALICE IN WONDERLAND  New Official Full Trailer (HQ)  Official Disney UK,20.03573328,16.02111161,39.70114887,24.24200475,11.04056239,32.0797503,7.880354673,48.99933636,47.66349792,7.570597529,13.27340156,31.49249852,1
"American Hustle Official TRAILER 1 (2013) - Bradley Cooper, Jennifer Lawrence Movie HD",25.20937622,12.03607991,55.28156161,7.472990453,9.996274859,7.582572103,29.88070548,52.54045129,32.02718198,20.89187652,28.17005217,18.91089529,1
American Reunion - Trailer,8.469194919,21.80872113,68.91715527,0.804929715,27.22583115,61.95677519,1.910752058,8.906647563,9.88567099,51.96141601,32.00531006,6.147604063,1
Annie Official Trailer (2014) HD,3.988758475,32.51341581,27.08102465,36.41680181,4.382969439,48.06851745,8.947303891,38.60121369,3.002323583,55.34161329,37.87059188,3.785468638,1
Arbitrage Official Trailer #1 (2012) - Richard Gere Movie HD,32.63011277,7.311397791,55.79003096,4.268460348,36.36123836,43.6181277,9.211812168,10.80881506,67.18464494,9.481105953,11.31487042,12.01937422,1
Argo Official Trailer #1 (2012) Ben Affleck Thriller Movie HD,26.6769141,2.427218109,70.50023675,0.395634212,19.51685995,65.91411233,5.767006427,8.80202055,27.06380785,37.66432703,29.11455035,6.157309189,1
Bachelorette OFFICIAL TRAILER (2012),23.28676432,13.3888036,56.47494793,6.84947893,17.21542776,50.92248917,1.77098643,30.09109497,7.145617157,50.77470541,36.03886366,6.040818244,1
Battle of the Year Trailer 2013 Movie - Official [HD],15.57945609,20.9706679,52.76497006,10.68489999,16.89017862,55.07519245,6.381006539,21.65362239,42.88122654,20.06945014,27.89304852,9.156280756,1
BEASTS OF THE SOUTHERN WILD Official Trailer,14.71882463,16.55542254,59.91362333,8.812136948,10.17988846,39.86257613,11.96827218,37.98926771,21.50637507,9.876163304,13.27857375,55.33889532,1
Beautiful Creatures (2013) Trailer - Alden Ehrenreich and Alice Englert,38.16570938,4.420438036,52.67443657,4.739413038,35.5386883,31.25091195,13.17633837,20.03406435,11.64103597,15.80347121,28.69215012,43.86334121,1
"Bernie Official Trailer #1 - Jack Black, Richard Linklater Movie (2012) HD",17.31712371,10.62079147,70.72879076,1.333296765,2.295137383,57.75758028,1.46968225,38.47759664,2.065392956,71.07717395,24.81776923,2.039658464,1
Better Living Through Chemistry Official Trailer (2014) HD,18.1883812,12.8685385,66.27047062,2.672606893,2.18457263,57.9495728,0.525896624,39.3399626,1.895269193,65.34228325,31.18050992,1.581928879,1
Beyond the Farthest Star trailer,20.2600643,12.51378208,48.42406809,18.80208552,22.10181653,10.83424985,5.270370468,61.79355979,63.30951452,10.57131961,17.59593785,8.523226529,1
"Big Eyes Official Trailer #1 (2014) - Tim Burton, Amy Adams Movie HD-1",26.90925598,8.389310539,58.58532786,6.116105616,25.27903318,42.59156585,3.566743061,28.56266201,16.2788108,25.94523728,56.51872158,1.257228944,1
Big Hero 6 Official Trailer #1 (2014) - Disney Animation Movie HD,24.13808852,12.11341918,58.03946853,5.709029734,14.58748132,22.18114287,14.77668583,48.45469296,49.9635309,14.24668431,19.70401257,16.08577371,1
BIG MIRACLE Trailer 2012 - Official [HD],28.74394953,3.479585052,37.54042089,30.23603857,5.546068028,70.28506994,8.602911979,15.56595415,17.43038446,38.75494003,36.31208241,7.502599061,1
"Blue Jasmine - Official Trailer (HD) Cate Blanchett, Alec Baldwin",14.36903775,18.98703277,63.64184022,3.002086282,7.19884783,41.03622437,9.968182445,41.79674685,2.696670592,65.0262475,31.58656657,0.690507283,1
Blue Valentine Trailer HD,22.43602127,11.91357374,61.15802526,4.492378607,10.67295745,47.81018198,24.31956679,17.19729602,2.235089988,34.54733491,37.6470685,25.57050884,1
Boyhood  Official US Trailer  IFC Films,22.567451,12.28360608,59.03621912,6.112728268,8.79637152,65.08050561,18.30888391,7.81423077,13.37855905,17.9411009,68.16390157,0.516440673,1
Broken City Trailer (2013),33.11555386,5.10305129,43.13418269,18.64721477,41.03049636,25.29965043,14.2311275,19.43872571,14.76060301,10.46603844,25.11196733,49.66138899,1
Buried Official Trailer (2010) - Ryan Reynolds Movie HD,26.2557447,12.1934332,43.8803941,17.67042428,7.431842387,7.667585462,83.43424797,1.466316264,20.65068334,3.283687681,7.743300498,68.32233667,1
Burlesque Official Trailer #1 - (2010) HD,19.26936805,14.63878751,48.62755835,17.46427864,25.14938712,51.90973282,9.338578582,13.60230446,11.85503975,22.43272364,35.01652479,30.69570363,1
California Solo Official Trailer #1 (2012) - Robert Carlyle Movie HD,15.32042623,9.395372123,74.13375974,1.150441542,15.10656327,69.61843371,5.154766887,10.12023017,32.22066462,36.6327107,24.34033155,6.806289405,1
Captain Phillips - Official Trailer (HD) Tom Hanks,16.15658104,19.33890283,48.79863262,15.70588946,17.91034341,9.188996255,17.66587198,55.23478389,31.96762204,21.40195966,40.21289647,6.417530775,1
Carnage Official Trailer 2011,27.79155374,10.30502766,41.09757245,20.80584764,42.27464199,40.37258923,16.86043441,0.492328312,3.754168004,67.48830676,25.71692467,3.040596284,1
"Carrie Official Trailer #1 (2013) - Chloe Moretz, Julianne Moore Movie HD",26.66631043,11.80780679,44.59478557,16.93110317,43.11040938,27.14821398,21.72600776,8.015369624,25.46417117,2.384147979,3.969977796,68.18169951,1
